Volcano Name,Max. VEI,Country,Volcanic_Region,Volcano_type,Summit,Year,Latitude_value,Longitude_value
94,2,19,8,1,2847.0,1612,-39.42,-71.93
35,3,18,3,1,3850.0,1611,19.514,-103.62
36,2,6,6,3,1592.0,1611,32.884,131.104
108,2,32,18,1,3320.0,1610,37.748,14.999
5,1,4,4,2,1222.0,1610,19.421,-155.287
94,2,19,8,1,2847.0,1610,-39.42,-71.93
28,2,6,6,5,2568.0,1609,36.406,138.523
257,3,1,1,3,596.0,1609,-4.523,129.881
43,3,1,1,1,1715.0,1608,0.8,127.33
23,2,13,12,3,311.0,1608,14.002,120.993
108,2,32,18,1,3320.0,1607,37.748,14.999
35,4,18,3,1,3850.0,1606,19.514,-103.62
533,2,6,6,1,854.0,1606,33.137,139.766
28,2,6,6,5,2568.0,1605,36.406,138.523
533,2,6,6,1,854.0,1605,33.137,139.766
43,2,1,1,1,1715.0,1605,0.8,127.33
80,4,3,3,1,1270.0,1605,12.423,-86.539
466,3,6,6,1,1625.0,1604,40.656,140.303
94,2,19,8,1,2847.0,1604,-39.42,-71.93
130,2,30,17,3,1719.0,1603,64.416,-17.316
108,2,32,18,1,3320.0,1603,37.748,14.999
466,2,6,6,1,1625.0,1600,40.656,140.303
466,2,6,6,1,1625.0,1600,40.656,140.303
534,6,17,8,1,4850.0,1600,-16.608,-70.85
28,3,6,6,5,2568.0,1600,36.406,138.523
176,0,27,4,4,-2500.0,1600,9.83,-104.3
6,0,5,5,2,2632.0,1600,-21.244,55.708
181,4,6,6,1,796.0,1600,29.638,129.714
94,2,19,8,1,2847.0,1600,-39.42,-71.93
36,2,6,6,3,1592.0,1598,32.884,131.104
130,3,30,17,3,1719.0,1598,64.416,-17.316
28,2,6,6,5,2568.0,1598,36.406,138.523
54,2,6,6,2,1700.0,1598,31.934,130.862
257,3,1,1,3,596.0,1598,-4.523,129.881
28,2,6,6,5,2568.0,1597,36.406,138.523
13,3,1,1,1,3260.0,1597,-8.119,114.056
210,4,30,17,1,1490.0,1597,63.983,-19.666
28,3,6,6,5,2568.0,1596,36.406,138.523
137,2,6,6,1,775.0,1595,34.094,139.526
40,3,7,7,1,796.0,1595,-10.386,165.804
28,2,6,6,5,2568.0,1595,36.406,138.523
96,4,29,8,1,5279.0,1595,4.892,-75.324
54,2,6,6,2,1700.0,1595,31.934,130.862
94,2,19,8,1,2847.0,1594,-39.42,-71.93
13,5,1,1,1,3260.0,1593,-8.119,114.056
36,2,6,6,3,1592.0,1592,32.884,131.104
180,2,18,3,1,5393.0,1592,19.023,-98.622
28,3,6,6,5,2568.0,1591,36.406,138.523
28,2,6,6,5,2568.0,1591,36.406,138.523
23,3,13,12,3,311.0,1591,14.002,120.993
28,2,6,6,5,2568.0,1590,36.406,138.523
35,3,18,3,1,3850.0,1590,19.514,-103.62
180,2,18,3,1,5393.0,1590,19.023,-98.622
4,2,1,1,1,2329.0,1590,-7.942,112.95
150,3,12,8,1,3562.0,1590,-0.077,-77.656
54,2,6,6,2,1700.0,1588,31.934,130.862
198,2,26,3,1,3763.0,1587,14.473,-90.88
54,2,6,6,2,1700.0,1587,31.934,130.862
36,2,6,6,3,1592.0,1587,32.884,131.104
1,3,1,1,1,2910.0,1587,-7.54,110.446
198,2,26,3,1,3763.0,1586,14.473,-90.88
257,3,1,1,3,596.0,1586,-4.523,129.881
106,5,1,1,1,1730.0,1586,-7.935,112.314
234,3,6,6,1,2455.0,1585,36.227,137.587
54,2,6,6,2,1700.0,1585,31.934,130.862
300,2,35,16,1,2426.0,1585,28.57,-17.83
198,2,26,3,1,3763.0,1585,14.473,-90.88
35,4,18,3,1,3850.0,1585,19.514,-103.62
36,2,6,6,3,1592.0,1584,32.884,131.104
1,3,1,1,1,2910.0,1584,-7.54,110.446
94,2,19,8,1,2847.0,1584,-39.42,-71.93
36,2,6,6,3,1592.0,1583,32.884,131.104
489,2,30,17,17,140.0,1583,63.817,-22.717
28,2,6,6,5,2568.0,1582,36.406,138.523
194,3,12,8,1,4784.0,1582,-0.171,-78.598
36,2,6,6,3,1592.0,1582,32.884,131.104
28,2,6,6,5,2568.0,1582,36.406,138.523
528,2,6,6,1,2702.0,1582,36.155,136.771
94,2,19,8,1,2847.0,1582,-39.42,-71.93
198,4,26,3,1,3763.0,1581,14.473,-90.88
120,3,29,8,5,4276.0,1580,1.22,-77.37
390,4,30,17,16,1490.0,1580,63.633,-19.083
418,3,41,16,9,1053.0,1580,38.65,-28.08
180,2,18,3,1,5393.0,1580,19.023,-98.622
535,6,16,7,7,1544.0,1580,-6.092,155.225
528,3,6,6,1,2702.0,1579,36.155,136.771
476,2,26,3,1,3535.0,1579,14.583,-91.186
94,2,19,8,1,2847.0,1579,-39.42,-71.93
80,2,3,3,1,1270.0,1578,12.423,-86.539
36,2,6,6,3,1592.0,1576,32.884,131.104
54,2,6,6,2,1700.0,1576,31.934,130.862
35,3,18,3,1,3850.0,1576,19.514,-103.62
178,3,11,3,1,2381.0,1576,13.853,-89.63
194,2,12,8,1,4784.0,1575,-0.171,-78.598
392,3,11,3,1,1893.0,1575,13.734,-89.294
458,2,19,8,1,2659.0,1575,-41.105,-72.496
54,2,6,6,2,1700.0,1574,31.934,130.862
36,2,6,6,3,1592.0,1574,32.884,131.104
36,2,6,6,3,1592.0,1573,32.884,131.104
23,3,13,12,3,311.0,1572,14.002,120.993
180,2,18,3,1,5393.0,1571,19.023,-98.622
186,2,6,6,1,2077.0,1570,43.418,142.686
349,3,50,18,2,367.0,1570,36.404,25.396
403,1,32,18,1,1281.0,1570,40.821,14.426
83,0,3,3,3,594.0,1570,11.985,-86.165
510,4,12,8,6,5790.0,1570,0.029,-77.986
481,2,18,3,1,5564.0,1569,19.03,-97.27
486,3,7,7,1,485.0,1568,-9.13,159.82
108,2,32,18,1,3320.0,1566,37.748,14.999
54,3,6,6,2,1700.0,1566,31.934,130.862
194,3,12,8,1,4784.0,1566,-0.171,-78.598
54,2,6,6,2,1700.0,1566,31.934,130.862
481,2,18,3,1,5564.0,1566,19.03,-97.27
89,3,26,3,5,2569.0,1565,14.382,-90.601
164,3,1,1,1,1635.0,1564,1.38,127.53
36,2,6,6,3,1592.0,1564,32.884,131.104
536,2,41,16,1,947.0,1564,37.77,-25.47
94,2,19,8,1,2847.0,1564,-39.42,-71.93
536,5,41,16,1,947.0,1563,37.77,-25.47
522,2,41,16,1,2351.0,1562,38.47,-28.4
36,2,6,6,3,1592.0,1562,32.884,131.104
94,2,19,8,1,2847.0,1562,-39.42,-71.93
43,2,1,1,1,1715.0,1561,0.8,127.33
35,2,18,3,1,3850.0,1560,19.514,-103.62
1,3,1,1,1,2910.0,1560,-7.54,110.446
236,3,8,3,1,3432.0,1560,9.979,-83.852
36,2,6,6,3,1592.0,1558,32.884,131.104
365,3,32,18,1,924.0,1558,38.789,15.213
94,2,19,8,1,2847.0,1558,-39.42,-71.93
124,2,12,8,1,5023.0,1557,-1.467,-78.442
210,2,30,17,1,1490.0,1554,63.983,-19.666
528,3,6,6,1,2702.0,1554,36.155,136.771
54,2,6,6,2,1700.0,1554,31.934,130.862
1,3,1,1,1,2910.0,1554,-7.54,110.446
94,2,19,8,1,2847.0,1553,-39.42,-71.93
249,3,6,6,1,746.0,1552,34.724,139.394
198,2,26,3,1,3763.0,1551,14.473,-90.88
83,0,3,3,3,594.0,1551,11.985,-86.165
366,3,1,1,5,1229.0,1550,1.693,127.894
256,3,1,1,1,1357.0,1550,0.32,127.4
439,3,32,18,1,500.0,1550,38.404,14.962
537,0,62,13,2,1241.0,1550,-16.82,-179.97
121,4,16,7,3,724.0,1550,-5.576,150.516
212,3,10,10,1,3283.0,1550,56.653,161.36
112,2,10,10,2,3611.0,1550,55.832,160.326
538,1,6,6,1,1585.0,1550,40.659,140.877
275,2,6,6,3,1320.0,1550,42.688,141.38
337,4,10,10,3,1527.0,1550,54.135,159.674
22,0,12,8,2,1476.0,1550,-0.37,-91.55
32,3,17,8,1,5672.0,1550,-16.355,-70.903
390,4,30,17,16,1490.0,1550,63.633,-19.083
528,3,6,6,1,2702.0,1548,36.155,136.771
180,2,18,3,1,5393.0,1548,19.023,-98.622
1,3,1,1,1,2910.0,1548,-7.54,110.446
106,3,1,1,1,1730.0,1548,-7.935,112.314
528,3,6,6,1,2702.0,1547,36.155,136.771
481,2,18,3,1,5564.0,1545,19.03,-97.27
539,2,6,6,1,2356.0,1544,36.955,139.285
269,0,6,6,4,-95.0,1543,26.127,141.102
94,2,19,8,1,2847.0,1543,-39.42,-71.93
36,2,6,6,3,1592.0,1542,32.884,131.104
180,2,18,3,1,5393.0,1542,19.023,-98.622
108,2,32,18,1,3320.0,1541,37.748,14.999
150,3,12,8,1,3562.0,1541,-0.077,-77.656
108,1,32,18,1,3320.0,1540,37.748,14.999
268,0,4,4,2,4170.0,1540,19.475,-155.608
174,4,4,9,10,1252.0,1540,59.363,-153.43
371,4,4,9,3,1341.0,1540,56.88,-158.17
180,2,18,3,1,5393.0,1539,19.023,-98.622
94,2,19,8,1,2847.0,1539,-39.42,-71.93
540,3,32,18,3,458.0,1538,40.827,14.139
43,3,1,1,1,1715.0,1538,0.8,127.33
94,2,19,8,1,2847.0,1538,-39.42,-71.93
108,2,32,18,1,3320.0,1537,37.748,14.999
94,2,19,8,1,2847.0,1537,-39.42,-71.93
108,3,32,18,1,3320.0,1536,37.748,14.999
137,2,6,6,1,775.0,1535,34.094,139.526
120,3,29,8,5,4276.0,1535,1.22,-77.37
86,4,12,8,1,5911.0,1534,-0.677,-78.436
86,2,12,8,1,5911.0,1533,-0.677,-78.436
36,2,6,6,3,1592.0,1533,32.884,131.104
86,4,12,8,1,5911.0,1532,-0.677,-78.436
198,2,26,3,1,3763.0,1531,14.473,-90.88
180,2,18,3,1,5393.0,1530,19.023,-98.622
12,4,3,3,1,1036.0,1529,12.606,-86.84
3,3,3,3,1,1745.0,1528,12.702,-87.004
180,2,18,3,1,5393.0,1528,19.023,-98.622
28,2,6,6,5,2568.0,1528,36.406,138.523
28,2,6,6,5,2568.0,1527,36.406,138.523
12,3,3,3,1,1036.0,1527,12.606,-86.84
94,2,19,8,1,2847.0,1526,-39.42,-71.93
198,2,26,3,1,3763.0,1524,14.473,-90.88
178,3,11,3,1,2381.0,1524,13.853,-89.63
83,0,3,3,3,594.0,1524,11.985,-86.165
80,3,3,3,1,1270.0,1524,12.423,-86.539
54,2,6,6,2,1700.0,1524,31.934,130.862
94,2,19,8,1,2847.0,1523,-39.42,-71.93
36,2,6,6,3,1592.0,1522,32.884,131.104
178,3,11,3,1,2381.0,1521,13.853,-89.63
94,2,19,8,1,2847.0,1521,-39.42,-71.93
180,3,18,3,1,5393.0,1519,19.023,-98.622
35,3,18,3,1,3850.0,1519,19.514,-103.62
533,2,6,6,1,854.0,1518,33.137,139.766
180,2,18,3,1,5393.0,1518,19.023,-98.622
94,2,19,8,1,2847.0,1516,-39.42,-71.93
94,2,19,8,1,2847.0,1515,-39.42,-71.93
180,2,18,3,1,5393.0,1512,19.023,-98.622
526,3,1,1,1,282.0,1512,-6.642,126.65
62,3,1,1,5,1912.0,1512,-8.2,119.07
524,2,6,6,1,3776.0,1511,35.361,138.728
210,4,30,17,1,1490.0,1510,63.983,-19.666
268,0,4,4,2,4170.0,1510,19.475,-155.608
5,0,4,4,2,1222.0,1510,19.421,-155.287
43,3,1,1,1,1715.0,1510,0.8,127.33
484,2,1,1,1,1810.0,1510,5.448,95.658
94,2,19,8,1,2847.0,1509,-39.42,-71.93
541,0,25,16,1,858.0,1508,-7.95,-14.37
36,2,6,6,3,1592.0,1506,32.884,131.104
36,2,6,6,3,1592.0,1505,32.884,131.104
476,3,26,3,1,3535.0,1505,14.583,-91.186
180,2,18,3,1,5393.0,1504,19.023,-98.622
94,2,19,8,1,2847.0,1503,-39.42,-71.93
95,1,28,16,1,2829.0,1500,14.95,-24.35
390,4,30,17,16,1490.0,1500,63.633,-19.083
268,0,4,4,2,4170.0,1500,19.475,-155.608
5,1,4,4,2,1222.0,1500,19.421,-155.287
275,2,6,6,3,1320.0,1500,42.688,141.38
403,2,32,18,1,1281.0,1500,40.821,14.426
94,2,19,8,1,2847.0,1497,-39.42,-71.93
94,2,19,8,1,2847.0,1494,-39.42,-71.93
108,1,32,18,1,3320.0,1493,37.748,14.999
94,2,19,8,1,2847.0,1492,-39.42,-71.93
5,1,4,4,2,1222.0,1490,19.421,-155.287
180,2,18,3,1,5393.0,1488,19.023,-98.622
533,2,6,6,1,854.0,1487,33.137,139.766
36,2,6,6,3,1592.0,1485,32.884,131.104
94,2,19,8,1,2847.0,1483,-39.42,-71.93
182,5,4,19,1,2549.0,1482,46.2,-122.18
106,3,1,1,1,1730.0,1481,-7.935,112.314
182,5,4,19,1,2549.0,1480,46.2,-122.18
300,2,35,16,1,2426.0,1480,28.57,-17.83
94,2,19,8,1,2847.0,1479,-39.42,-71.93
66,2,6,6,3,1117.0,1478,31.593,130.657
542,2,30,17,1,1280.0,1477,63.892,-19.122
99,6,30,17,1,2000.0,1477,64.633,-17.516
94,2,19,8,1,2847.0,1474,-39.42,-71.93
36,2,6,6,3,1592.0,1473,32.884,131.104
66,5,6,6,3,1117.0,1471,31.593,130.657
249,2,6,6,1,746.0,1471,34.724,139.394
94,2,19,8,1,2847.0,1471,-39.42,-71.93
268,0,4,4,2,4170.0,1470,19.475,-155.608
137,3,6,6,1,775.0,1469,34.094,139.526
476,3,26,3,1,3535.0,1469,14.583,-91.186
66,2,6,6,3,1117.0,1468,31.593,130.657
541,0,25,16,1,858.0,1468,-7.95,-14.37
94,2,19,8,1,2847.0,1466,-39.42,-71.93
94,2,19,8,1,2847.0,1463,-39.42,-71.93
106,3,1,1,1,1730.0,1462,-7.935,112.314
5,0,4,4,2,1222.0,1460,19.421,-155.287
234,2,6,6,1,2455.0,1460,36.227,137.587
263,2,17,8,1,5822.0,1454,-16.294,-71.409
94,2,19,8,1,2847.0,1454,-39.42,-71.93
106,3,1,1,1,1730.0,1451,-7.935,112.314
106,3,1,1,1,1730.0,1450,-7.935,112.314
242,5,13,12,1,1486.0,1450,15.13,120.35
18,3,1,1,1,1785.0,1450,1.112,124.737
348,1,6,6,1,1627.0,1450,38.961,140.788
90,0,12,8,2,1710.0,1450,0.02,-91.35
94,2,19,8,1,2847.0,1448,-39.42,-71.93
108,1,32,18,1,3320.0,1447,37.748,14.999
108,1,32,18,1,3320.0,1446,37.748,14.999
439,3,32,18,1,500.0,1444,38.404,14.962
108,2,32,18,1,3320.0,1444,37.748,14.999
448,4,41,16,1,842.0,1444,37.865,-25.785
532,4,41,16,1,805.0,1441,37.77,-25.32
390,4,30,17,16,1490.0,1440,63.633,-19.083
286,4,5,2,1,1467.0,1440,16.044,-61.664
307,2,8,3,1,1670.0,1440,10.463,-84.703
6,0,5,5,2,2632.0,1440,-21.244,55.708
268,0,4,4,2,4170.0,1440,19.475,-155.608
36,2,6,6,3,1592.0,1438,32.884,131.104
524,2,6,6,1,3776.0,1435,35.361,138.728
36,2,6,6,3,1592.0,1434,32.884,131.104
94,2,19,8,1,2847.0,1433,-39.42,-71.93
532,3,41,16,1,805.0,1430,37.77,-25.32
212,4,10,10,1,3283.0,1430,56.653,161.36
438,2,50,18,1,698.0,1422,36.586,27.16
376,2,30,17,4,70.0,1422,63.733,-23.0
249,4,6,6,1,746.0,1421,34.724,139.394
537,0,62,13,2,1241.0,1420,-16.82,-179.97
94,2,19,8,1,2847.0,1417,-39.42,-71.93
249,2,6,6,1,746.0,1416,34.724,139.394
390,4,30,17,16,1490.0,1416,63.633,-19.083
94,2,19,8,1,2847.0,1413,-39.42,-71.93
106,3,1,1,1,1730.0,1411,-7.935,112.314
318,3,6,6,1,1915.0,1410,37.125,139.963
5,0,4,4,2,1222.0,1410,19.421,-155.287
94,2,19,8,1,2847.0,1410,-39.42,-71.93
108,3,32,18,1,3320.0,1408,37.748,14.999
318,3,6,6,1,1915.0,1408,37.125,139.963
318,3,6,6,1,1915.0,1404,37.125,139.963
94,2,19,8,1,2847.0,1404,-39.42,-71.93
468,2,36,14,1,1625.0,1400,13.579,41.809
355,3,6,6,5,1841.0,1400,38.144,140.44
307,4,8,3,1,1670.0,1400,10.463,-84.703
91,0,27,4,4,-1410.0,1400,45.95,-130.0
318,3,6,6,1,1915.0,1397,37.125,139.963
106,3,1,1,1,1730.0,1395,-7.935,112.314
94,2,19,8,1,2847.0,1392,-39.42,-71.93
268,0,4,4,2,4170.0,1390,19.475,-155.608
210,3,30,17,1,1490.0,1389,63.983,-19.666
94,2,19,8,1,2847.0,1388,-39.42,-71.93
36,2,6,6,3,1592.0,1387,32.884,131.104
106,3,1,1,1,1730.0,1385,-7.935,112.314
94,2,19,8,1,2847.0,1384,-39.42,-71.93
108,2,32,18,1,3320.0,1381,37.748,14.999
531,4,13,12,1,1824.0,1380,6.113,124.892
543,4,4,19,10,2796.0,1380,37.804,-119.029
36,2,6,6,3,1592.0,1377,32.884,131.104
36,2,6,6,3,1592.0,1376,32.884,131.104
106,3,1,1,1,1730.0,1376,-7.935,112.314
36,2,6,6,3,1592.0,1375,32.884,131.104
85,3,1,1,1,1580.0,1375,1.358,124.792
53,3,1,1,5,2565.0,1375,-7.2,109.879
544,2,30,17,4,5.0,1372,66.67,-18.5
286,4,5,2,1,1467.0,1370,16.044,-61.664
268,0,4,4,2,4170.0,1370,19.475,-155.608
520,5,30,17,1,2010.0,1362,64.0,-16.65
219,3,6,6,10,2400.0,1361,36.921,138.036
272,5,18,3,10,1150.0,1360,17.36,-93.228
268,0,4,4,2,4170.0,1360,19.475,-155.608
89,3,26,3,5,2569.0,1360,14.382,-90.601
390,4,30,17,16,1490.0,1357,63.633,-19.083
180,2,18,3,1,5393.0,1354,19.023,-98.622
543,4,4,19,10,2796.0,1350,37.804,-119.029
545,4,10,10,1,1515.0,1350,54.489,160.251
546,0,10,10,3,1816.0,1350,54.596,160.27
547,1,10,10,12,1150.0,1350,53.83,158.05
504,3,6,6,1,1660.0,1350,44.076,145.122
537,2,62,13,2,1241.0,1350,-16.82,-179.97
108,2,32,18,1,3320.0,1350,37.748,14.999
86,4,12,8,1,5911.0,1350,-0.677,-78.436
124,3,12,8,1,5023.0,1350,-1.467,-78.442
96,4,29,8,1,5279.0,1350,4.892,-75.324
48,0,12,8,2,1124.0,1350,-0.83,-91.17
180,2,18,3,1,5393.0,1345,19.023,-98.622
36,2,6,6,3,1592.0,1343,32.884,131.104
210,3,30,17,1,1490.0,1341,63.983,-19.666
130,2,30,17,3,1719.0,1341,64.416,-17.316
548,2,30,17,17,610.0,1341,63.933,-21.783
36,2,6,6,3,1592.0,1340,32.884,131.104
6,0,5,5,2,2632.0,1340,-21.244,55.708
5,0,4,4,2,1222.0,1340,19.421,-155.287
538,1,6,6,1,1585.0,1340,40.659,140.877
549,1,30,17,17,360.0,1340,63.917,-22.067
373,4,5,2,1,1394.0,1340,14.809,-61.165
286,3,5,2,1,1467.0,1340,16.044,-61.664
376,3,30,17,4,70.0,1340,63.733,-23.0
249,3,6,6,1,746.0,1338,34.724,139.394
36,2,6,6,3,1592.0,1335,32.884,131.104
106,3,1,1,1,1730.0,1334,-7.935,112.314
108,2,32,18,1,3320.0,1333,37.748,14.999
130,2,30,17,3,1719.0,1332,64.416,-17.316
36,2,6,6,3,1592.0,1331,32.884,131.104
36,2,6,6,3,1592.0,1331,32.884,131.104
282,1,6,6,1,1949.0,1331,37.735,140.244
134,2,10,10,3,1799.0,1330,52.559,158.03
523,4,29,8,1,3985.0,1330,5.091,-75.293
108,3,32,18,1,3320.0,1329,37.748,14.999
549,1,30,17,17,360.0,1325,63.917,-22.067
36,2,6,6,3,1592.0,1324,32.884,131.104
106,3,1,1,1,1730.0,1311,-7.935,112.314
274,5,14,13,10,1111.0,1310,-38.12,176.5
268,0,4,4,2,4170.0,1310,19.475,-155.608
249,3,6,6,1,746.0,1307,34.724,139.394
36,2,6,6,3,1592.0,1305,32.884,131.104
210,4,30,17,1,1490.0,1300,63.983,-19.666
267,2,30,17,3,800.0,1300,65.715,-16.728
320,1,30,17,1,1080.0,1300,65.033,-16.783
414,0,54,14,2,1285.0,1300,1.5,36.33
389,3,6,6,5,2038.0,1300,39.853,141.001
206,2,10,10,5,2288.0,1300,52.449,158.196
91,0,27,4,4,-1410.0,1300,45.95,-130.0
510,4,12,8,6,5790.0,1290,0.029,-77.986
36,2,6,6,3,1592.0,1286,32.884,131.104
36,2,6,6,3,1592.0,1281,32.884,131.104
550,6,12,8,3,3914.0,1280,-0.85,-78.9
36,2,6,6,3,1592.0,1274,32.884,131.104
36,2,6,6,3,1592.0,1273,32.884,131.104
36,2,6,6,3,1592.0,1272,32.884,131.104
36,2,6,6,3,1592.0,1272,32.884,131.104
36,2,6,6,3,1592.0,1271,32.884,131.104
36,2,6,6,3,1592.0,1269,32.884,131.104
36,2,6,6,3,1592.0,1265,32.884,131.104
390,5,30,17,16,1490.0,1262,63.633,-19.083
481,3,18,3,1,5564.0,1260,19.03,-97.27
91,0,27,4,4,-1410.0,1260,45.95,-130.0
74,7,1,1,1,3726.0,1257,-8.42,116.47
551,3,59,5,15,1744.0,1256,23.08,39.78
552,3,31,5,15,1737.0,1253,13.58,46.12
186,3,6,6,1,2077.0,1250,43.418,142.686
108,2,32,18,1,3320.0,1250,37.748,14.999
99,1,30,17,1,2000.0,1250,64.633,-17.516
154,0,12,8,2,1640.0,1250,-0.92,-91.408
473,3,10,11,1,1742.0,1250,50.267,155.246
249,1,6,6,1,746.0,1245,34.724,139.394
390,4,30,17,16,1490.0,1245,63.633,-19.083
489,1,30,17,17,140.0,1240,63.817,-22.717
503,2,4,4,2,2523.0,1240,19.692,-155.87
36,2,6,6,3,1592.0,1240,32.884,131.104
36,2,6,6,3,1592.0,1239,32.884,131.104
528,3,6,6,1,2702.0,1239,36.155,136.771
489,0,30,17,17,140.0,1238,63.817,-22.717
54,4,6,6,2,1700.0,1235,31.934,130.862
489,3,30,17,17,140.0,1231,63.817,-22.717
355,2,6,6,5,1841.0,1230,38.144,140.44
439,0,32,18,1,500.0,1230,38.404,14.962
414,0,54,14,2,1285.0,1230,1.5,36.33
91,0,27,4,4,-1410.0,1230,45.95,-130.0
355,3,6,6,5,1841.0,1227,38.144,140.44
489,4,30,17,17,140.0,1226,63.817,-22.717
489,3,30,17,17,140.0,1223,63.817,-22.717
210,2,30,17,1,1490.0,1222,63.983,-19.666
376,4,30,17,4,70.0,1211,63.733,-23.0
489,3,30,17,17,140.0,1210,63.817,-22.717
390,4,30,17,16,1490.0,1210,63.633,-19.083
163,3,14,13,1,2797.0,1210,-39.28,175.57
210,3,30,17,1,1490.0,1206,63.983,-19.666
548,2,30,17,17,610.0,1200,63.933,-21.783
392,4,11,3,1,1893.0,1200,13.734,-89.294
439,2,32,18,1,500.0,1200,38.404,14.962
547,2,10,10,12,1150.0,1200,53.83,158.05
176,0,27,4,4,-2500.0,1200,9.83,-104.3
540,1,32,18,3,458.0,1198,40.827,14.139
108,2,32,18,1,3320.0,1194,37.748,14.999
268,0,4,4,2,4170.0,1190,19.475,-155.608
272,4,18,3,10,1150.0,1190,17.36,-93.228
549,1,30,17,17,360.0,1188,63.917,-22.067
54,2,6,6,2,1700.0,1184,31.934,130.862
355,2,6,6,5,1841.0,1183,38.144,140.44
249,4,6,6,1,746.0,1183,34.724,139.394
489,2,30,17,17,140.0,1179,63.817,-22.717
390,3,30,17,16,1490.0,1177,63.633,-19.083
481,3,18,3,1,5564.0,1175,19.03,-97.27
268,0,4,4,2,4170.0,1170,19.475,-155.608
532,4,41,16,1,805.0,1170,37.77,-25.32
54,2,6,6,2,1700.0,1167,31.934,130.862
108,2,32,18,1,3320.0,1164,37.748,14.999
108,2,32,18,1,3320.0,1160,37.748,14.999
414,0,54,14,2,1285.0,1160,1.5,36.33
537,2,62,13,2,1241.0,1160,-16.82,-179.97
89,3,26,3,5,2569.0,1160,14.382,-90.601
210,4,30,17,1,1490.0,1158,63.983,-19.666
108,2,32,18,1,3320.0,1157,37.748,14.999
137,3,6,6,1,775.0,1154,34.094,139.526
549,1,30,17,17,360.0,1151,63.917,-22.067
498,0,12,8,2,1330.0,1150,-0.18,-91.28
22,0,12,8,2,1476.0,1150,-0.37,-91.55
553,0,12,8,2,790.0,1150,-0.02,-91.546
17,2,10,10,1,1513.0,1150,54.049,159.443
554,2,18,3,6,4282.0,1150,19.492,-97.15
503,0,4,4,2,2523.0,1150,19.692,-155.87
212,3,10,10,1,3283.0,1150,56.653,161.36
403,3,32,18,1,1281.0,1150,40.821,14.426
515,2,22,7,1,361.0,1150,-19.532,169.447
5,0,4,4,2,1222.0,1140,19.421,-155.287
403,3,32,18,1,1281.0,1139,40.821,14.426
268,0,4,4,2,4170.0,1130,19.475,-155.608
86,5,12,8,1,5911.0,1130,-0.677,-78.436
414,0,54,14,2,1285.0,1120,1.5,36.33
54,2,6,6,2,1700.0,1113,31.934,130.862
54,2,6,6,2,1700.0,1112,31.934,130.862
236,3,8,3,1,3432.0,1110,9.979,-83.852
448,2,41,16,1,842.0,1110,37.865,-25.785
28,5,6,6,5,2568.0,1108,36.406,138.523
210,5,30,17,1,1490.0,1104,63.983,-19.666
301,2,6,6,1,1637.0,1100,39.761,140.799
555,1,4,19,15,1555.0,1100,36.38,-113.13
411,4,16,7,3,858.0,1100,-4.92,151.158
384,0,54,14,2,1032.0,1090,2.32,36.57
137,2,6,6,1,775.0,1085,34.094,139.526
524,2,6,6,1,3776.0,1083,35.361,138.728
32,5,17,8,1,5672.0,1082,-16.355,-70.903
556,5,6,6,3,857.0,1080,43.572,144.561
557,4,4,19,12,3850.0,1075,35.347,-111.678
549,0,30,17,17,360.0,1075,63.917,-22.067
268,0,4,4,2,4170.0,1070,19.475,-155.608
558,3,4,19,2,2412.0,1060,41.611,-121.554
48,0,12,8,2,1124.0,1060,-0.83,-91.17
559,3,3,3,9,360.0,1060,12.12,-86.32
523,4,29,8,1,3985.0,1050,5.091,-75.293
5,1,4,4,2,1222.0,1050,19.421,-155.287
503,1,4,4,2,2523.0,1050,19.692,-155.87
112,3,10,10,2,3611.0,1050,55.832,160.326
384,0,54,14,2,1032.0,1050,2.32,36.57
528,3,6,6,1,2702.0,1042,36.155,136.771
268,0,4,4,2,4170.0,1040,19.475,-155.608
439,2,32,18,1,500.0,1040,38.404,14.962
510,4,12,8,6,5790.0,1040,0.029,-77.986
403,3,32,18,1,1281.0,1037,40.821,14.426
212,5,10,10,1,3283.0,1034,56.653,161.36
524,2,6,6,1,3776.0,1033,35.361,138.728
134,3,10,10,3,1799.0,1030,52.559,158.03
384,0,54,14,2,1032.0,1030,2.32,36.57
535,5,16,7,7,1544.0,1030,-6.092,155.225
307,4,8,3,1,1670.0,1030,10.463,-84.703
307,4,8,3,1,1670.0,1020,10.463,-84.703
537,2,62,13,2,1241.0,1020,-16.82,-179.97
212,3,10,10,1,3283.0,1020,56.653,161.36
558,3,4,19,2,2412.0,1010,41.611,-121.554
403,3,32,18,1,1281.0,1006,40.821,14.426
548,0,30,17,17,610.0,1000,63.933,-21.783
112,4,10,10,2,3611.0,1000,55.832,160.326
417,4,10,10,1,1079.0,1000,51.844,157.572
547,3,10,10,12,1150.0,1000,53.83,158.05
106,3,1,1,1,1730.0,1000,-7.935,112.314
524,2,6,6,1,3776.0,999,35.361,138.728
403,3,32,18,1,1281.0,999,40.821,14.426
403,3,32,18,1,1281.0,991,40.821,14.426
212,4,10,10,1,3283.0,970,56.653,161.36
403,4,32,18,1,1281.0,968,40.821,14.426
6,0,5,5,2,2632.0,960,-21.244,55.708
390,3,30,17,16,1490.0,960,63.633,-19.083
560,2,30,17,9,1063.0,960,64.9,-22.483
206,2,10,10,5,2288.0,950,52.449,158.196
