,Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit,Year
6504,Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,1773
6505,Niigata-Yakeyama,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Lava dome,36.921°N,138.036°E,2400,1773
6506,Chacana,Confirmed Eruption,0,Ecuador,South America,Caldera,0.375°S,78.25°W,4643,1773
6507,Fuego,Uncertain Eruption,2,Guatemala,México and Central America,Stratovolcano,14.473°N,90.88°W,3763,1773
6508,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1772
6509,Papandayan,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,7.32°S,107.73°E,2665,1772
6510,Ciremai,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,6.895°S,108.408°E,3039,1772
6511,Slamet,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.242°S,109.208°E,3428,1772
6512,Masaya,Confirmed Eruption,2,Nicaragua,México and Central America,Caldera,11.985°N,86.165°W,594,1772
6513,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1772
6514,Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1772
6515,Avachinsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717,1772
6516,Semisopochnoi,Uncertain Eruption,0,United States,Alaska,Stratovolcano,51.93°N,179.58°E,1221,1772
6517,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1772
6518,Izalco,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950,1772
6519,Gamalama,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,1771
6520,Vulcano,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,38.404°N,14.962°E,500,1771
6521,Kelud,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.935°S,112.314°E,1730,1771
6522,Kirishimayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700,1771
6523,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1771
6524,Colima,Confirmed Eruption,3,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1771
6525,Karymsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,54.049°N,159.443°E,1513,1771
6526,Villarrica,Confirmed Eruption,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1771
6527,Fujisan,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,35.361°N,138.728°E,3776,1770
6528,Gamalama,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,1770
6529,Etna,Uncertain Eruption,0,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1770
6530,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1770
6531,Colima,Confirmed Eruption,3,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1770
6532,Izalco,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950,1770
6533,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1770
6534,Olkaria,Confirmed Eruption,0,Kenya,Africa and Red Sea,Pyroclastic cone,0.904°S,36.292°E,2434,1770
6535,Marapi,Confirmed Eruption,2,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885,1770
6536,Amukta,Uncertain Eruption,0,United States,Alaska,Stratovolcano,52.5°N,171.252°W,1066,1770
6537,Asamayama,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1769
6538,Fogo,Confirmed Eruption,0,Cape Verde,Atlantic Ocean,Stratovolcano,14.95°N,24.35°W,2829,1769
6539,Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Shield,55.832°N,160.326°E,3611,1769
6540,Toya,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",Stratovolcano,42.544°N,140.839°E,733,1769
6541,Ushishur,Confirmed Eruption,0,Russia,Kuril Islands,Caldera,47.52°N,152.8°E,401,1769
6542,Iwakisan,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,40.656°N,140.303°E,1625,1769
6543,Colima,Confirmed Eruption,2,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1769
6544,Kirishimayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700,1769
6545,Bardarbunga,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.633°N,17.516°W,2000,1769
6546,San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130,1769
6547,Merapi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1768
6548,Cotopaxi,Confirmed Eruption,4,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1768
6549,Grimsvotn,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1768
6550,Kirishimayama,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700,1768
6551,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1768
6552,Kanaga,Discredited Eruption,0,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307,1768
6553,Makushin,Confirmed Eruption,3,United States,Alaska,Stratovolcano,53.891°N,166.923°W,1800,1768
6554,Iliamna,Uncertain Eruption,0,United States,Alaska,Stratovolcano,60.032°N,153.09°W,3053,1768
6555,Mayon,Discredited Eruption,0,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462,1767
6556,Rabaul,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688,1767
6557,Tinakula,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,Stratovolcano,10.386°S,165.804°E,796,1767
6558,Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1767
6559,Tengger Caldera,Uncertain Eruption,0,Indonesia,Indonesia,Stratovolcano,7.942°S,112.95°E,2329,1767
6560,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1767
6561,Bandaisan,Uncertain Eruption,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,37.601°N,140.072°E,1816,1767
6562,Ekarma,Confirmed Eruption,2,Russia,Kuril Islands,Stratovolcano,48.958°N,153.93°E,1170,1767
6563,Villarrica,Confirmed Eruption,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1767
6564,Mayon,Confirmed Eruption,3,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462,1766
6565,Bardarbunga,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.633°N,17.516°W,2000,1766
6566,Aira,Discredited Eruption,0,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1766
6567,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1766
6568,Hekla,Confirmed Eruption,4,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490,1766
6569,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1766
6570,Cotopaxi,Confirmed Eruption,3,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1766
6571,Qualibou,Confirmed Eruption,1,Saint Lucia,West Indies,Caldera,13.83°N,61.05°W,777,1766
6572,Dieng Volcanic Complex,Uncertain Eruption,0,Indonesia,Indonesia,Complex,7.2°S,109.879°E,2565,1766
6573,Almolonga,Confirmed Eruption,2,Guatemala,México and Central America,Stratovolcano,14.797°N,91.519°W,3173,1765
6574,Banda Api,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,4.523°S,129.881°E,596,1765
6575,Asosan,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1765
6576,Sarychev Peak,Confirmed Eruption,2,Russia,Kuril Islands,Stratovolcano,48.092°N,153.2°E,1496,1765
6577,Raikoke,Confirmed Eruption,2,Russia,Kuril Islands,Stratovolcano,48.292°N,153.25°E,551,1765
6578,Prevo Peak,Confirmed Eruption,3,Russia,Kuril Islands,Stratovolcano,47.02°N,152.12°E,1360,1765
6579,Hokkaido-Komagatake,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,42.063°N,140.677°E,1131,1765
6580,Osorno,Confirmed Eruption,1,Chile,South America,Stratovolcano,41.105°S,72.496°W,2659,1765
6581,Telica,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,1765
6582,Fuego,Uncertain Eruption,2,Guatemala,México and Central America,Stratovolcano,14.473°N,90.88°W,3763,1765
6583,Rincon de la Vieja,Confirmed Eruption,2,Costa Rica,México and Central America,Complex,10.83°N,85.324°W,1916,1765
6584,Momotombo,Confirmed Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.423°N,86.539°W,1270,1764
6585,Chokaisan,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,39.099°N,140.049°E,2236,1764
6586,Etna,Confirmed Eruption,1,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1764
6587,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1764
6588,Miyakejima,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.094°N,139.526°E,775,1763
6589,Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1763
6590,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1763
6591,Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,0.8°N,127.33°E,1715,1763
6592,Kanaga,Uncertain Eruption,0,United States,Alaska,Stratovolcano,51.923°N,177.168°W,1307,1763
6593,Tanaga,Uncertain Eruption,0,United States,Alaska,Stratovolcano,51.885°N,178.146°W,1806,1763
6594,Planchon-Peteroa,Confirmed Eruption,4,Chile,South America,Stratovolcano,35.223°S,70.568°W,3977,1762
6595,Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1762
6596,Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754,1762
6597,Pavlof,Confirmed Eruption,4,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493,1762
6598,Banda Api,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,4.523°S,129.881°E,596,1762
6599,San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130,1762
6600,Romanche Fracture Zone,Uncertain Eruption,0,Undersea Features,Atlantic Ocean,Submarine,0.433°S,19.596°W,-1528,1761
6601,Terceira,Confirmed Eruption,2,Portugal,Atlantic Ocean,Stratovolcano,38.73°N,27.32°W,1023,1761
6602,Gede-Pangrango,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,6.77°S,106.965°E,3008,1761
6603,Villarrica,Confirmed Eruption,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1761
6604,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1760
6605,Makian,Confirmed Eruption,4,Indonesia,Indonesia,Stratovolcano,0.32°N,127.4°E,1357,1760
6606,Savai'i,Confirmed Eruption,2,Samoa,New Zealand to Fiji,Shield,13.612°S,172.525°W,1858,1760
6607,Gareloi,Uncertain Eruption,0,United States,Alaska,Stratovolcano,51.79°N,178.794°W,1573,1760
6608,Great Sitkin,Uncertain Eruption,0,United States,Alaska,Stratovolcano,52.076°N,176.13°W,1740,1760
6609,Kasatochi,Confirmed Eruption,0,United States,Alaska,Stratovolcano,52.177°N,175.508°W,314,1760
6610,Chirinkotan,Uncertain Eruption,2,Russia,Kuril Islands,Stratovolcano,48.98°N,153.48°E,724,1760
6611,Pacaya,Uncertain Eruption,0,Guatemala,México and Central America,Complex,14.382°N,90.601°W,2569,1760
6612,Chacana,Confirmed Eruption,0,Ecuador,South America,Caldera,0.375°S,78.25°W,4643,1760
6613,Villarrica,Confirmed Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1759
6614,Llaima,Confirmed Eruption,2,Chile,South America,Stratovolcano,38.692°S,71.729°W,3125,1759
6615,Michoacan-Guanajuato,Confirmed Eruption,4,Mexico,México and Central America,Pyroclastic cone,19.85°N,101.75°W,3860,1759
6616,Oshima-Oshima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,41.51°N,139.367°E,732,1759
6617,"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1759
6618,Copahue,Uncertain Eruption,0,Chile-Argentina,South America,Stratovolcano,37.856°S,71.183°W,2953,1759
6619,Santiago,Confirmed Eruption,0,Ecuador,South America,Shield,0.22°S,90.77°W,920,1759
6620,Puyehue-Cordon Caulle,Confirmed Eruption,2,Chile,South America,Stratovolcano,40.59°S,72.117°W,2236,1759
6621,Quilotoa,Uncertain Eruption,2,Ecuador,South America,Caldera,0.85°S,78.9°W,3914,1759
6622,Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1758
6623,Sao Jorge,Confirmed Eruption,0,Portugal,Atlantic Ocean,Fissure vent,38.65°N,28.08°W,1053,1757
6624,Tungurahua,Uncertain Eruption,2,Ecuador,South America,Stratovolcano,1.467°S,78.442°W,5023,1757
6625,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1756
6626,Ragang,Confirmed Eruption,2,Philippines,Philippines and SE Asia,Stratovolcano,7.691°N,124.507°E,2790,1756
6627,Kelud,Uncertain Eruption,0,Indonesia,Indonesia,Stratovolcano,7.935°S,112.314°E,1730,1756
6628,Katla,Confirmed Eruption,5,Iceland,Iceland and Arctic Ocean,Subglacial,63.633°N,19.083°W,1490,1755
6629,Kolbeinsey Ridge,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Submarine,66.67°N,18.5°W,5,1755
6630,Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1755
6631,Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,37.748°N,14.999°E,3320,1755
6632,Taranaki,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,Stratovolcano,39.3°S,174.07°E,2518,1755
6633,Merapi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1755
6634,Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1754
6635,Taal,Confirmed Eruption,4,Philippines,Philippines and SE Asia,Caldera,14.002°N,120.993°E,311,1754
6636,Galeras,Confirmed Eruption,2,Colombia,South America,Complex,1.22°N,77.37°W,4276,1754
6637,Grimsvotn,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719,1753
6638,Asosan,Uncertain Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,32.884°N,131.104°E,1592,1753
6639,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1753
6640,Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568,1752
6641,Kelud,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.935°S,112.314°E,1730,1752
6642,Lawu,Discredited Eruption,0,Indonesia,Indonesia,Stratovolcano,7.625°S,111.192°E,3265,1752
6643,Antuco,Confirmed Eruption,3,Chile,South America,Stratovolcano,37.406°S,71.349°W,2979,1752
6644,"Chillan, Nevados de",Confirmed Eruption,2,Chile,South America,Stratovolcano,36.868°S,71.378°W,3180,1752
6645,Merapi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1752
6646,Tromen Volcanic Plateau,Confirmed Eruption,3,Argentina,South America,Stratovolcano,37.144°S,70.033°W,4114,1751
6647,Callaqui,Confirmed Eruption,2,Chile,South America,Stratovolcano,37.92°S,71.45°W,3164,1751
6648,Llaima,Confirmed Eruption,2,Chile,South America,Stratovolcano,38.692°S,71.729°W,3125,1751
6649,Villarrica,Confirmed Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1751
6650,Planchon-Peteroa,Confirmed Eruption,2,Chile,South America,Stratovolcano,35.223°S,70.568°W,3977,1751
6651,"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632,1751
6652,Fuego,Uncertain Eruption,2,Guatemala,México and Central America,Stratovolcano,14.473°N,90.88°W,3763,1751
6653,Cotopaxi,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1750
6654,Arenal,Confirmed Eruption,0,Costa Rica,México and Central America,Stratovolcano,10.463°N,84.703°W,1670,1750
6655,Antuco,Confirmed Eruption,2,Chile,South America,Stratovolcano,37.406°S,71.349°W,2979,1750
6656,Huanquihue Group,Confirmed Eruption,0,Argentina,South America,Stratovolcano,39.887°S,71.58°W,2189,1750
6657,Copahue,Confirmed Eruption,2,Chile-Argentina,South America,Stratovolcano,37.856°S,71.183°W,2953,1750
6658,Sabancaya,Confirmed Eruption,0,Peru,South America,Stratovolcano,15.787°S,71.857°W,5960,1750
6659,Bardarbunga,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,Stratovolcano,64.633°N,17.516°W,2000,1750
6660,"Tair, Jebel at",Confirmed Eruption,2,Yemen,Africa and Red Sea,Stratovolcano,15.55°N,41.83°E,244,1750
6661,Gorely,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Caldera,52.559°N,158.03°E,1799,1750
6662,Ksudach,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,Stratovolcano,51.844°N,157.572°E,1079,1750
6663,Mutnovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,Complex,52.449°N,158.196°E,2288,1750
6664,Haleakala,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,20.708°N,156.25°W,3055,1750
6665,Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170,1750
6666,Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,Shield,19.421°N,155.287°W,1222,1750
6667,Aira,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Caldera,31.593°N,130.657°E,1117,1749
6668,Taal,Confirmed Eruption,4,Philippines,Philippines and SE Asia,Caldera,14.002°N,120.993°E,311,1749
6669,Banda Api,Confirmed Eruption,2,Indonesia,Indonesia,Caldera,4.523°S,129.881°E,596,1749
6670,Colima,Uncertain Eruption,2,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1749
6671,"Chillan, Nevados de",Confirmed Eruption,3,Chile,South America,Stratovolcano,36.868°S,71.378°W,3180,1749
6672,Antisana,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,0.481°S,78.141°W,5753,1748
6673,Cotopaxi,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1747
6674,Poas,Confirmed Eruption,2,Costa Rica,México and Central America,Stratovolcano,10.2°N,84.233°W,2697,1747
6675,Gede-Pangrango,Confirmed Eruption,3,Indonesia,Indonesia,Stratovolcano,6.77°S,106.965°E,3008,1747
6676,Krafla,Confirmed Eruption,1,Iceland,Iceland and Arctic Ocean,Caldera,65.715°N,16.728°W,800,1746
6677,Yakedake,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,36.227°N,137.587°E,2455,1746
6678,Cotopaxi,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1746
6679,Villarrica,Confirmed Eruption,1,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847,1745
6680,Merapi,Confirmed Eruption,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910,1745
6681,Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281,1744
6682,Cotopaxi,Confirmed Eruption,4,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1744
6683,Kurikomayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,38.961°N,140.788°E,1627,1744
6684,Colima,Confirmed Eruption,2,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1744
6685,Colima,Confirmed Eruption,2,Mexico,México and Central America,Stratovolcano,19.514°N,103.62°W,3850,1743
6686,Cotopaxi,Confirmed Eruption,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1743
6687,Cotopaxi,Confirmed Eruption,3,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1743
6688,Telica,Uncertain Eruption,2,Nicaragua,México and Central America,Stratovolcano,12.606°N,86.84°W,1036,1743
6689,Banahaw,Uncertain Eruption,0,Philippines,Philippines and SE Asia,Complex,14.07°N,121.48°E,2158,1743
6690,Cotopaxi,Confirmed Eruption,3,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911,1742
